600782,XGGF,新钢股份,19961225
600783,LXCT,鲁信创投,19961225
600784,LYTZ,鲁银投资,19961225
600785,XHBH,新华百货,19970108
600787,ZCGF,中储股份,19970121
600789,LKYY,鲁抗医药,19970226
600790,QFC,轻纺城,19970228
600791,JNZY,京能置业,19970130
600792,YMNY,云煤能源,19970123
600793,STYZ,ST宜纸,19970220
600794,BSKJ,保税科技,19970306
600795,GDDL,国电电力,19970318
600796,QJSH,钱江生化,19970408
600797,ZDWX,浙大网新,19970418
600798,NBHY,宁波海运,19970423
600800,TJCK,天津磁卡,19931206
600801,HXSN,华新水泥,19940103
600802,FJSN,福建水泥,19940103
600803,XAGF,新奥股份,19940103
600804,PBS,鹏博士,19940103
600805,YDTZ,悦达投资,19940103
600806,KMJC,昆明机床,19940103
600807,TYGF,天业股份,19940103
600808,MGGF,马钢股份,19940106
600809,SXFJ,山西汾酒,19940106
600810,SMGF,神马股份,19940106
600811,DFJT,东方集团,19940106
600812,HBZY,华北制药,19940114
600814,HZJB,杭州解百,19940114
600815,XGGF,厦工股份,19940128
600816,AXXT,安信信托,19940128
600817,STHS,ST宏盛,19940128
600818,ZLGF,中路股份,19940128
600819,YPBL,耀皮玻璃,19940128
600820,SDGF,隧道股份,19940128
600821,JQY,津劝业,19940128
600822,SHWM,上海物贸,19940204
600823,SMGF,世茂股份,19940204
600824,YMJT,益民集团,19940204
600825,XHCM,新华传媒,19940204
600826,LSGF,兰生股份,19940204
600827,BLGF,百联股份,19940204
600828,CSJT,成商集团,19940224
600829,RMTT,人民同泰,19940224
600830,XYRT,香溢融通,19940224
600831,GDWL,广电网络,19940224
600833,DYYY,第一医药,19940224
600834,STDT,申通地铁,19940224
600835,SHJD,上海机电,19940224
600836,JLSY,界龙实业,19940224
600837,HTZQ,海通证券,19940224
600838,SHJB,上海九百,19940224
600839,SCCH,四川长虹,19940311
600841,SCGF,上柴股份,19940311
600843,SGSB,上工申贝,19940311
600844,DHKJ,丹化科技,19940311
600845,BXRJ,宝信软件,19940311
600846,TJKJ,同济科技,19940311
600847,WLGF,万里股份,19940324
600848,ZYGF,自仪股份,19940324
600850,HDDN,华东电脑,19940324
600851,HXGF,海欣股份,19940404
600853,LJGF,龙建股份,19940404
600854,CLGF,春兰股份,19940425
600855,HTCF,航天长峰,19940425
600856,CBJT,长百集团,19940425
600857,NBZB,宁波中百,19940425
600858,YZGF,银座股份,19940506
600859,WFJ,王府井,19940506
600860,JCGF,京城股份,19940506
600861,BJCX,北京城乡,19940520
600862,NTKJ,南通科技,19940520
600863,NMHD,内蒙华电,19940520
600864,HTGF,哈投股份,19940809
600865,BDJT,百大集团,19940809
600866,XHKJ,星湖科技,19940818
600867,THDB,通化东宝,19940824
600868,MYJX,梅雁吉祥,19940912
600869,ZHNY,智慧能源,19950206
600870,*STXH,*ST厦华,19950228
600871,SHYF,石化油服,19950411
600872,ZJGX,中炬高新,19950124
600873,MHSW,梅花生物,19950217
600874,CYHB,创业环保,19950630
600875,DFDQ,东方电气,19951010
600876,LYBL,洛阳玻璃,19951031
600877,ZGJL,中国嘉陵,19951013
600879,HTDZ,航天电子,19951115
600880,BRCB,博瑞传播,19951115
600881,YTJT,亚泰集团,19951115
600882,HLKY,华联矿业,19951206
600883,BWKJ,博闻科技,19951208
600884,SSGF,杉杉股份,19960130
600885,HFGF,宏发股份,19960205
600886,GTDL,国投电力,19960118
600887,YLGF,伊利股份,19960312
600888,XJZH,新疆众和,19960215
600889,NJHX,南京化纤,19960308
600890,ZFGF,中房股份,19960318
600891,QLJT,秋林集团,19960325
600892,BCGF,宝诚股份,19960315
600893,ZHDL,中航动力,19960408
600894,GRGF,广日股份,19960328
600895,ZJGK,张江高科,19960422
600896,ZHHS,中海海盛,19960503
600897,XMKG,厦门空港,19960531
600898,SLSS,三联商社,19960418
600900,CJDL,长江电力,20031118
600917,ZQRQ,重庆燃气,20140930
600958,DFZQ,东方证券,20150323
600959,JSYX,江苏有线,20150428
600960,BHHS,渤海活塞,20040407
600961,ZYJT,株冶集团,20040830
600962,*STZL,*ST中鲁,20040622
